Taka Ap,Lingo,Payment Dhoron,Jaega,Taka Pr,Gupto,Takar Karon,Tarik,Boyosh,Kon Jaegar Lok,Sotti_Mithye
$900.00,F,AV,W,$900.00,GHI000140632,CR,27-Jun-19,30-34,M,0
$800.00,F,AV,O,$800.00,GHI000140632,CR,02-Jul-19,20-24,NE,0
$200.00,F,AV,W,$200.00,GHI000140632,CR,10-Jul-19,25-29,O,0
$820.00,F,AV,O,$820.00,GHI000140632,CR,14-Aug-19,30-34,NE,0
"$1,440.00",F,AV,O,"$1,440.00",GHI000140632,CR,20-Aug-19,40-44,M,0
"$2,000.00",F,AV,O,"$2,000.00",GHI000140632,CR,20-Sep-19,35-39,O,0
"$1,800.00",M,RP,W,"$1,800.00",GHI000140632,CR,27-Sep-19,30-34,M,0
"$1,400.00",F,AV,AM,"$1,400.00",GHI000140632,CR,08-Oct-19,35-39,NE,0
$900.00,M,AV,W,$900.00,GHI000140632,CR,01-Nov-19,35-39,M,0
"$2,200.00",M,RP,O,"$2,200.00",GHI000140632,CR,14-Nov-19,50-54,M,0
"$1,200.00",F,AV,W,"$1,200.00",GHI000140632,CR,09-Dec-19,55-59,NE,0
"$1,440.00",M,AV,W,"$1,440.00",GHI000140632,CR,06-Jan-20,45-49,M,0
"$1,800.00",F,AV,W,"$1,800.00",GHI000140632,CR,17-Jan-20,30-34,M,0
"$1,800.00",F,AV,W,"$1,800.00",GHI000140632,CR,05-Feb-20,25-29,U,0
$800.00,F,AV,W,$800.00,GHI000140632,CR,07-Feb-20,45-49,M,0
"$1,800.00",F,AV,O,"$1,800.00",GHI000140632,CR,04-Mar-20,55-59,O,0
$400.00,M,AV,AM,$400.00,GHI000140632,CR,06-May-20,50-54,NE,0
"$1,580.00",F,AV,AM,"$1,580.00",GHI000140632,CR,15-May-20,35-39,O,0
"$1,640.00",F,AV,W,"$1,640.00",GHI000140632,CR,19-May-20,25-29,M,0
"$1,360.00",M,AV,W,"$1,360.00",GHI000140632,CR,05-Jun-20,50-54,NE,0
"$1,500.00",M,AV,BP,"$1,500.00",GHI000140632,CR,16-Jun-20,40-44,M,0
"$1,600.00",F,AV,W,"$1,600.00",GHI000140632,CR,25-Jun-20,20-24,PP,0
"$1,760.00",F,RP,W,"$1,760.00",GHI000140632,CR,08-Jul-20,20-24,M,0
"$1,600.00",M,AV,O,"$1,600.00",GHI000140632,CR,16-Jul-20,35-39,M,0
"$1,520.00",F,RP,W,"$1,520.00",GHI000140632,CR,30-Jul-20,30-34,NE,0
$200.00,F,AV,W,$200.00,GHI000140632,CR,21-Sep-20,45-49,M,0
"$1,100.00",F,AV,O,"$1,100.00",GHI000140632,CR,02-Oct-20,20-24,NE,0
"$2,000.00",F,AV,O,"$2,000.00",GHI000601887,CR,11-Mar-19,45-49,NE,0
$580.00,F,AV,EC,$580.00,GHI000601887,CR,16-Sep-19,30-34,M,0
$960.00,F,AV,O,$960.00,GHI000601887,CR,28-Oct-20,50-54,NE,0
"$1,000.00",F,AV,O,"$1,000.00",GHI000601887,CR,11-Mar-19,45-49,NE,0
$840.00,F,AV,AM,$840.00,GHI000601887,CR,04-Jun-19,55-59,NE,0
$840.00,M,AV,AM,$840.00,GHI000601887,CR,04-Jun-19,30-34,NE,0
"$1,160.00",F,AV,EC,"$1,160.00",GHI000601887,CR,16-Sep-19,30-34,M,0
"$1,920.00",F,AV,O,"$1,920.00",GHI000601887,CR,28-Oct-20,50-54,NE,0
$325.00,M,RP,C,$325.00,GHI000089345,CR,23-Jan-17,25-29,PP,0
$260.00,F,RP,C,$260.00,GHI000089345,CR,12-Feb-18,50-54,NE,0
$260.00,F,AV,C,$260.00,GHI000089345,CR,20-Feb-18,50-54,NE,0
$484.00,F,AV,C,$483.75,GHI000089345,CR,23-Mar-18,65+,NE,0
$484.00,F,AV,C,$483.75,GHI000089345,CR,23-Mar-18,55-59,NE,0
$325.00,M,AV,C,$325.00,GHI000089345,CR,10-May-18,50-54,M,0
$800.00,F,AV,C,$800.00,GHI000089345,CR,18-Oct-18,50-54,NE,0
$210.00,M,AV,S,$210.00,GHI000089345,CR,02-May-19,40-44,NE,0
$380.00,F,AV,AM,$380.00,GHI000089345,CR,23-Jan-20,35-39,NE,0
$120.00,M,AV,S,$120.00,GHI000089345,CR,05-Feb-20,40-44,M,0
$240.00,M,AV,T,$240.00,GHI000089345,CR,05-Feb-20,45-49,NE,0
$280.00,F,AV,C,$280.00,GHI000089345,CR,26-May-20,45-49,NE,0
$210.00,M,AV,C,$210.00,GHI000089345,CR,29-Jun-20,50-54,O,0
$350.00,F,AV,O,$350.00,GHI000089345,CR,25-Aug-20,30-34,NE,0
$350.00,F,AV,O,$350.00,GHI000089345,CR,10-Sep-20,60-64,M,0
$380.00,F,RP,O,$380.00,GHI000089345,CR,20-Oct-20,20-24,O,0
$340.00,F,AV,O,$340.00,GHI000089345,CR,21-Oct-20,45-49,NE,0
$600.00,F,AV,C,$600.00,GHI000089345,CR,20-Jan-17,25-29,O,0
$975.00,M,RP,C,$975.00,GHI000089345,CR,23-Jan-17,25-29,PP,0
"$1,080.00",F,AV,C,"$1,080.00",GHI000089345,CR,21-Feb-17,40-44,U,0
"$2,060.00",F,RP,O,"$2,060.00",GHI000089345,CR,27-Nov-17,30-34,M,0
"$1,410.00",F,AV,NL,"$1,410.00",GHI000089345,CR,08-Jan-18,25-29,NE,0
$780.00,F,RP,C,$780.00,GHI000089345,CR,12-Feb-18,50-54,NE,0
$675.00,F,AV,C,$675.00,GHI000089345,CR,23-Mar-18,65+,NE,0
$675.00,F,AV,C,$675.00,GHI000089345,CR,23-Mar-18,55-59,NE,0
$975.00,M,AV,C,$975.00,GHI000089345,CR,10-May-18,50-54,M,0
"$1,142.00",F,AV,C,"$1,142.00",GHI000089345,CR,11-Oct-18,65+,O,0
$630.00,M,AV,S,$630.00,GHI000089345,CR,02-May-19,40-44,NE,0
$825.00,M,AV,O,$825.00,GHI000089345,CR,15-Jan-20,50-54,M,0
"$1,140.00",F,AV,AM,"$1,140.00",GHI000089345,CR,23-Jan-20,35-39,NE,0
$360.00,M,AV,S,$360.00,GHI000089345,CR,05-Feb-20,40-44,M,0
$720.00,M,AV,T,$720.00,GHI000089345,CR,05-Feb-20,45-49,NE,0
$840.00,F,AV,C,$840.00,GHI000089345,CR,26-May-20,45-49,NE,0
$630.00,M,AV,C,$630.00,GHI000089345,CR,29-Jun-20,50-54,O,0
$360.00,M,AV,C,$360.00,GHI000089345,CR,09-Jul-20,40-44,M,0
"$1,050.00",F,AV,O,"$1,050.00",GHI000089345,CR,25-Aug-20,30-34,NE,0
"$1,050.00",F,AV,O,"$1,050.00",GHI000089345,CR,10-Sep-20,60-64,M,0
"$1,520.00",F,RP,O,"$1,520.00",GHI000089345,CR,20-Oct-20,20-24,O,0
"$1,360.00",F,AV,O,"$1,360.00",GHI000089345,CR,21-Oct-20,45-49,NE,0
"$1,300.00",F,RP,AM,"$1,300.00",GHI000088604,CR,14-Mar-17,40-44,NE,0
"$1,160.00",F,AV,AM,"$1,160.00",GHI000088604,CR,28-Mar-17,40-44,M,0
$550.00,F,AV,AM,$550.00,GHI000088604,CR,28-Mar-17,65+,NE,0
"$1,000.00",F,RP,AM,"$1,000.00",GHI000088604,CR,21-Apr-17,55-59,O,0
"$1,008.00",F,AV,AM,"$1,008.00",GHI000088604,CR,10-May-17,50-54,NE,0
$920.00,M,RP,AM,$920.00,GHI000088604,CR,11-May-17,35-39,PP,0
$650.00,F,RP,AM,$650.00,GHI000088604,CR,18-May-17,40-44,NE,0
$650.00,F,AV,W,$650.00,GHI000088604,CR,25-Jul-17,45-49,O,0
$550.00,M,AV,AM,$550.00,GHI000088604,CR,15-Aug-17,50-54,M,0
"$1,020.00",F,AV,AM,"$1,020.00",GHI000088604,CR,15-Dec-17,40-44,O,0
$920.00,F,AV,AM,$920.00,GHI000088604,CR,10-Apr-18,50-54,M,0
$700.00,F,AV,AM,$700.00,GHI000088604,CR,17-Apr-18,50-54,NE,0
"$1,360.00",F,RP,AM,"$1,360.00",GHI000088604,CR,18-May-18,40-44,NE,0
"$1,120.00",F,AV,AM,"$1,120.00",GHI000088604,CR,08-Jun-18,45-49,NE,0
"$1,140.00",F,RP,AM,"$1,140.00",GHI000088604,CR,03-Aug-18,30-34,NE,0
$515.00,M,AV,AM,$515.00,GHI000088604,CR,22-Aug-18,25-29,M,0
$515.00,F,AV,AM,$515.00,GHI000088604,CR,22-Aug-18,45-49,NE,0
$900.00,F,RP,AM,$900.00,GHI000088604,CR,18-Oct-18,20-24,NE,0
$500.00,M,AV,AM,$500.00,GHI000088604,CR,07-Nov-18,25-29,M,0
$500.00,M,AV,AM,$500.00,GHI000088604,CR,07-Nov-18,25-29,M,0
$750.00,F,AV,AM,$750.00,GHI000088604,CR,30-Nov-18,35-39,O,0
$700.00,F,AV,AM,$700.00,GHI000088604,CR,15-Mar-19,50-54,NE,0
$960.00,F,AV,AM,$960.00,GHI000088604,CR,09-Apr-19,20-24,PP,0
"$1,100.00",M,RP,AM,"$1,100.00",GHI000088604,CR,10-Jun-19,25-29,NE,0
"$1,040.00",F,AV,AM,"$1,040.00",GHI000088604,CR,19-Jun-19,25-29,NE,0
$840.00,M,AV,AM,$840.00,GHI000088604,CR,29-Aug-19,65+,NE,0
$520.00,F,AV,AM,$520.00,GHI000088604,CR,20-Sep-19,50-54,NE,0
$315.00,F,AV,AM,$314.82,GHI000088604,CR,20-Sep-19,20-24,NE,0
$890.00,M,AV,AM,$890.00,GHI000088604,CR,09-Oct-19,50-54,NE,0
$205.00,F,AV,AM,$205.18,GHI000088604,CR,16-Oct-19,20-24,NE,0
"$1,100.00",F,AV,AM,"$1,100.00",GHI000088604,CR,15-Nov-19,30-34,NE,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI000088604,CR,27-Nov-19,20-24,M,0
"$1,123.00",F,RP,AM,"$1,123.20",GHI000088604,CR,30-Jan-20,18-19,M,0
$480.00,M,AV,AM,$480.00,GHI000088604,CR,12-Mar-20,20-24,M,0
"$1,200.00",F,AV,AM,"$1,200.00",GHI000088604,CR,30-Jun-20,40-44,O,0
$920.00,F,RP,AM,$920.00,GHI000088604,CR,16-Jul-20,35-39,U,0
$490.00,M,AV,AM,$490.00,GHI000088604,CR,10-Aug-20,20-24,O,0
"$1,400.00",F,AV,AM,"$1,400.00",GHI000088604,CR,20-Aug-20,45-49,NE,0
"$1,950.00",F,RP,AM,"$1,950.00",GHI000088604,CR,14-Mar-17,40-44,NE,0
"$1,740.00",F,AV,AM,"$1,740.00",GHI000088604,CR,28-Mar-17,40-44,M,0
$825.00,F,AV,AM,$825.00,GHI000088604,CR,28-Mar-17,65+,NE,0
$360.00,F,RP,AM,$360.00,GHI000088604,CR,21-Apr-17,55-59,O,0
$960.00,F,AV,AM,$960.00,GHI000088604,CR,10-May-17,50-54,NE,0
"$1,380.00",M,RP,AM,"$1,380.00",GHI000088604,CR,11-May-17,35-39,PP,0
$315.00,F,RP,AM,$315.00,GHI000088604,CR,18-May-17,40-44,NE,0
"$1,250.00",F,AV,W,"$1,250.00",GHI000088604,CR,25-Jul-17,45-49,O,0
"$1,141.00",M,AV,AM,"$1,141.25",GHI000088604,CR,15-Aug-17,50-54,M,0
"$1,530.00",F,AV,AM,"$1,530.00",GHI000088604,CR,15-Dec-17,40-44,O,0
"$2,300.00",F,RP,AM,"$2,300.00",GHI000088604,CR,17-Jan-18,35-39,NE,0
"$1,615.00",F,AV,AM,"$1,614.90",GHI000088604,CR,10-Apr-18,50-54,M,0
"$1,050.00",F,AV,AM,"$1,050.00",GHI000088604,CR,17-Apr-18,50-54,NE,0
$988.00,F,RP,AM,$987.50,GHI000088604,CR,11-May-18,20-24,NE,0
"$1,000.00",F,AV,AM,"$1,000.00",GHI000088604,CR,11-May-18,45-49,M,0
$988.00,F,AV,AM,$987.50,GHI000088604,CR,15-May-18,65+,M,0
$670.00,F,AV,AM,$670.00,GHI000088604,CR,17-May-18,45-49,M,0
"$2,040.00",F,RP,AM,"$2,040.00",GHI000088604,CR,18-May-18,40-44,NE,0
"$1,710.00",F,RP,AM,"$1,710.00",GHI000088604,CR,03-Aug-18,30-34,NE,0
$773.00,M,AV,AM,$772.50,GHI000088604,CR,22-Aug-18,25-29,M,0
$773.00,F,AV,AM,$772.50,GHI000088604,CR,22-Aug-18,45-49,NE,0
"$1,410.00",F,AV,AM,"$1,410.00",GHI000088604,CR,28-Sep-18,65+,NE,0
"$1,350.00",F,RP,AM,"$1,350.00",GHI000088604,CR,18-Oct-18,20-24,NE,0
$750.00,M,AV,AM,$750.00,GHI000088604,CR,07-Nov-18,25-29,M,0
$750.00,M,AV,AM,$750.00,GHI000088604,CR,07-Nov-18,25-29,M,0
"$1,050.00",F,AV,AM,"$1,050.00",GHI000088604,CR,15-Mar-19,50-54,NE,0
$710.00,F,AV,AM,$710.00,GHI000088604,CR,09-Apr-19,20-24,PP,0
"$1,650.00",M,RP,AM,"$1,650.00",GHI000088604,CR,10-Jun-19,25-29,NE,0
"$1,560.00",F,AV,AM,"$1,560.00",GHI000088604,CR,19-Jun-19,25-29,NE,0
"$1,155.00",M,AV,AM,"$1,155.00",GHI000088604,CR,05-Jul-19,50-54,PP,0
"$1,260.00",M,AV,AM,"$1,260.00",GHI000088604,CR,29-Aug-19,65+,NE,0
$780.00,F,AV,AM,$780.00,GHI000088604,CR,20-Sep-19,50-54,NE,0
$780.00,F,AV,AM,$780.00,GHI000088604,CR,20-Sep-19,20-24,NE,0
"$1,314.00",M,AV,AM,"$1,313.88",GHI000088604,CR,09-Oct-19,50-54,NE,0
"$1,650.00",F,AV,AM,"$1,650.00",GHI000088604,CR,15-Nov-19,30-34,NE,0
"$1,500.00",F,AV,AM,"$1,500.00",GHI000088604,CR,27-Nov-19,20-24,M,0
"$1,770.00",F,RP,AM,"$1,770.00",GHI000088604,CR,30-Jan-20,18-19,M,0
$720.00,M,AV,AM,$720.00,GHI000088604,CR,12-Mar-20,20-24,M,0
"$1,800.00",F,AV,AM,"$1,800.00",GHI000088604,CR,30-Jun-20,40-44,O,0
"$1,380.00",F,RP,AM,"$1,380.00",GHI000088604,CR,16-Jul-20,35-39,U,0
$735.00,M,AV,AM,$735.00,GHI000088604,CR,10-Aug-20,20-24,O,0
"$2,100.00",F,AV,AM,"$2,100.00",GHI000088604,CR,20-Aug-20,45-49,NE,0
$450.00,F,AV,C,$450.00,GHI001966344,CR,20-May-20,25-29,NE,0
"$1,040.00",F,AV,O,"$1,040.00",GHI001966344,CR,19-Nov-20,20-24,M,0
$520.00,F,AV,C,$520.00,GHI001966344,CR,20-Nov-20,30-34,NE,0
"$1,800.00",F,AV,C,"$1,800.00",GHI001966344,CR,20-May-20,25-29,NE,0
"$2,080.00",F,AV,O,"$2,080.00",GHI001966344,CR,19-Nov-20,20-24,M,0
"$2,080.00",F,AV,C,"$2,080.00",GHI001966344,CR,20-Nov-20,30-34,NE,0
$190.00,F,AV,N,$190.00,GHI000143177,CR,17-Mar-17,35-39,NE,0
$340.00,F,RP,N,$340.00,GHI000143177,CR,29-May-17,30-34,NE,0
$320.00,F,AV,N,$320.00,GHI000143177,CR,27-Jun-17,30-34,NE,0
$230.00,F,AV,N,$230.00,GHI000143177,CR,26-Oct-17,50-54,NE,0
$460.00,M,AV,N,$460.00,GHI000143177,CR,02-Feb-18,40-44,M,0
$390.00,F,RP,N,$390.00,GHI000143177,CR,05-Feb-18,25-29,NE,0
$295.00,F,AV,N,$295.00,GHI000143177,CR,27-Apr-18,25-29,NE,0
$839.00,F,RP,N,$838.50,GHI000143177,CR,30-May-18,25-29,NE,0
$395.00,F,RP,N,$395.00,GHI000143177,CR,19-Jun-18,20-24,NE,0
$350.00,F,AV,N,$350.00,GHI000143177,CR,21-Jun-18,40-44,O,0
$330.00,F,AV,N,$330.00,GHI000143177,CR,12-Jul-18,55-59,NE,0
$795.00,F,RP,N,$795.00,GHI000143177,CR,06-Aug-18,25-29,O,0
$350.00,M,AV,N,$350.00,GHI000143177,CR,14-Sep-18,35-39,NE,0
$375.00,F,RP,N,$375.00,GHI000143177,CR,14-Sep-18,25-29,NE,0
$330.00,M,AV,N,$330.00,GHI000143177,CR,25-Mar-19,18-19,M,0
$420.00,M,AV,N,$420.00,GHI000143177,CR,18-Jul-19,60-64,NE,0
$450.00,F,AV,N,$450.00,GHI000143177,CR,02-Aug-19,30-34,M,0
$150.00,M,AV,N,$150.00,GHI000143177,CR,18-Oct-19,20-24,NE,0
$430.00,M,RP,N,$430.00,GHI000143177,CR,31-Dec-19,30-34,M,0
$480.00,F,AV,O,$480.00,GHI000143177,CR,20-Feb-20,25-29,NE,0
$153.00,M,AV,N,$153.33,GHI000143177,CR,16-Mar-20,20-24,U,0
$307.00,F,AV,N,$306.67,GHI000143177,CR,16-Mar-20,25-29,U,0
$260.00,F,AV,N,$260.00,GHI000143177,CR,19-Mar-20,20-24,NE,0
$200.00,F,AV,N,$200.00,GHI000143177,CR,01-May-20,25-29,NE,0
$500.00,F,AV,C,$500.00,GHI000143177,CR,15-Jun-20,35-39,PP,0
$480.00,F,AV,N,$480.00,GHI000143177,CR,23-Jun-20,25-29,NE,0
$465.00,M,RP,N,$465.00,GHI000143177,CR,29-Jun-20,25-29,PP,0
$314.00,F,AV,C,$314.25,GHI000143177,CR,23-Dec-16,55-59,NE,0
$760.00,F,AV,N,$760.00,GHI000143177,CR,17-Mar-17,35-39,NE,0
"$1,020.00",F,AV,N,"$1,020.00",GHI000143177,CR,15-May-17,65+,O,0
$700.00,F,RP,N,$700.00,GHI000143177,CR,29-May-17,30-34,NE,0
"$1,280.00",F,AV,N,"$1,280.00",GHI000143177,CR,27-Jun-17,30-34,NE,0
$920.00,F,AV,N,$920.00,GHI000143177,CR,26-Oct-17,50-54,NE,0
"$1,840.00",M,AV,N,"$1,840.00",GHI000143177,CR,02-Feb-18,40-44,M,0
"$1,560.00",F,RP,N,"$1,560.00",GHI000143177,CR,05-Feb-18,25-29,NE,0
"$1,180.00",F,AV,N,"$1,180.00",GHI000143177,CR,27-Apr-18,25-29,NE,0
"$1,560.00",F,RP,N,"$1,560.00",GHI000143177,CR,30-May-18,25-29,NE,0
"$1,580.00",F,RP,N,"$1,580.00",GHI000143177,CR,19-Jun-18,20-24,NE,0
"$1,320.00",F,AV,N,"$1,320.00",GHI000143177,CR,12-Jul-18,55-59,NE,0
"$1,480.00",F,RP,N,"$1,480.00",GHI000143177,CR,06-Aug-18,25-29,O,0
"$1,400.00",M,AV,N,"$1,400.00",GHI000143177,CR,14-Sep-18,35-39,NE,0
"$1,320.00",M,AV,N,"$1,320.00",GHI000143177,CR,25-Mar-19,18-19,M,0
"$1,222.00",M,AV,N,"$1,222.20",GHI000143177,CR,18-Jul-19,60-64,NE,0
"$1,800.00",F,AV,N,"$1,800.00",GHI000143177,CR,02-Aug-19,30-34,M,0
"$1,720.00",F,AV,N,"$1,720.00",GHI000143177,CR,09-Aug-19,30-34,M,0
"$1,486.00",F,AV,N,"$1,486.00",GHI000143177,CR,03-Sep-19,25-29,NE,0
"$1,720.00",M,RP,N,"$1,720.00",GHI000143177,CR,31-Dec-19,30-34,M,0
"$1,920.00",F,AV,O,"$1,920.00",GHI000143177,CR,20-Feb-20,25-29,NE,0
$163.00,M,AV,N,$163.34,GHI000143177,CR,16-Mar-20,20-24,U,0
$327.00,F,AV,N,$326.66,GHI000143177,CR,16-Mar-20,25-29,U,0
"$1,040.00",F,AV,N,"$1,040.00",GHI000143177,CR,19-Mar-20,20-24,NE,0
$31.00,F,AV,N,$30.54,GHI000143177,CR,01-May-20,25-29,NE,0
"$1,000.00",F,AV,C,"$1,000.00",GHI000143177,CR,15-Jun-20,35-39,PP,0
$657.00,F,AV,W,$657.42,GHI000080981,CR,11-Apr-17,35-39,O,0
$660.00,F,AV,W,$660.00,GHI000080981,CR,19-Jul-17,20-24,M,0
$370.00,F,AV,BP,$370.00,GHI000080981,CR,30-Oct-17,50-54,NE,0
$793.00,F,AV,W,$792.50,GHI000080981,CR,16-Nov-17,25-29,O,0
$280.00,F,AV,W,$280.00,GHI000080981,CR,07-Mar-18,55-59,NE,0
$360.00,F,AV,AM,$360.00,GHI000080981,CR,06-Apr-18,25-29,NE,0
$350.00,F,AV,W,$350.00,GHI000080981,CR,16-Jul-18,40-44,NE,0
$360.00,F,AV,W,$360.00,GHI000080981,CR,30-Jul-18,45-49,NE,0
$420.00,F,AV,W,$420.00,GHI000080981,CR,23-Oct-18,25-29,O,0
$420.00,F,AV,W,$420.00,GHI000080981,CR,04-Apr-19,25-29,NE,0
$420.00,M,AV,W,$420.00,GHI000080981,CR,04-Apr-19,20-24,NE,0
$840.00,F,AV,W,$840.00,GHI000080981,CR,01-May-19,45-49,NE,0
$800.00,F,AV,O,$800.00,GHI000080981,CR,25-Jun-19,20-24,NE,0
$420.00,M,AV,W,$420.00,GHI000080981,CR,07-Oct-19,40-44,NE,0
$340.00,F,AV,W,$340.00,GHI000080981,CR,29-Nov-19,50-54,NE,0
$760.00,M,AV,W,$760.00,GHI000080981,CR,07-Jan-20,45-49,M,0
$420.00,F,AV,O,$420.00,GHI000080981,CR,10-Jan-20,25-29,NE,0
$420.00,F,AV,W,$420.00,GHI000080981,CR,28-Jan-20,55-59,NE,0
$420.00,M,AV,W,$420.00,GHI000080981,CR,28-Jan-20,60-64,NE,0
$360.00,M,AV,W,$360.00,GHI000080981,CR,25-May-20,55-59,NE,0
$700.00,M,AV,W,$700.00,GHI000080981,CR,27-May-20,55-59,NE,0
$840.00,F,AV,O,$840.00,GHI000080981,CR,26-Jun-20,50-54,NE,0
$840.00,F,AV,O,$840.00,GHI000080981,CR,09-Jul-20,35-39,NE,0
$320.00,M,AV,W,$320.00,GHI000080981,CR,21-Aug-20,50-54,NE,0
$380.00,F,AV,W,$380.00,GHI000080981,CR,19-Oct-20,20-24,NE,0
$380.00,F,AV,W,$380.00,GHI000080981,CR,19-Oct-20,50-54,NE,0
"$1,000.00",F,AV,W,"$1,000.00",GHI000080981,CR,27-Mar-17,50-54,NE,0
"$1,320.00",F,AV,W,"$1,320.00",GHI000080981,CR,11-Apr-17,35-39,O,0
"$1,320.00",F,AV,W,"$1,320.00",GHI000080981,CR,19-Jul-17,20-24,M,0
"$1,906.00",F,AV,BP,"$1,905.50",GHI000080981,CR,30-Oct-17,50-54,NE,0
"$1,320.00",F,RP,W,"$1,320.00",GHI000080981,CR,05-Mar-18,45-49,NE,0
"$1,120.00",F,AV,W,"$1,120.00",GHI000080981,CR,07-Mar-18,55-59,NE,0
$500.00,F,RP,W,$500.00,GHI000080981,CR,23-Mar-18,20-24,M,0
$500.00,F,AV,W,$500.00,GHI000080981,CR,23-Mar-18,50-54,NE,0
"$1,440.00",F,AV,AM,"$1,440.00",GHI000080981,CR,06-Apr-18,25-29,NE,0
"$1,400.00",F,AV,W,"$1,400.00",GHI000080981,CR,16-Jul-18,40-44,NE,0
"$1,440.00",F,AV,W,"$1,440.00",GHI000080981,CR,30-Jul-18,45-49,NE,0
$280.00,F,AV,W,$280.00,GHI000080981,CR,23-Oct-18,25-29,O,0
$800.00,F,AV,W,$800.00,GHI000080981,CR,18-Jan-19,55-59,M,0
$840.00,F,AV,W,$840.00,GHI000080981,CR,04-Apr-19,25-29,NE,0
$840.00,M,AV,W,$840.00,GHI000080981,CR,04-Apr-19,20-24,NE,0
"$1,260.00",F,AV,W,"$1,260.00",GHI000080981,CR,01-May-19,45-49,NE,0
"$1,600.00",F,AV,O,"$1,600.00",GHI000080981,CR,25-Jun-19,20-24,NE,0
"$2,200.00",F,RP,W,"$2,200.00",GHI000080981,CR,17-Jul-19,50-54,M,0
$80.00,M,AV,W,$80.00,GHI000080981,CR,07-Oct-19,40-44,NE,0
"$1,520.00",M,AV,W,"$1,520.00",GHI000080981,CR,07-Jan-20,45-49,M,0
$840.00,F,AV,O,$840.00,GHI000080981,CR,10-Jan-20,25-29,NE,0
$840.00,F,AV,W,$840.00,GHI000080981,CR,28-Jan-20,55-59,NE,0
$840.00,M,AV,W,$840.00,GHI000080981,CR,28-Jan-20,60-64,NE,0
"$1,440.00",M,AV,W,"$1,440.00",GHI000080981,CR,25-May-20,55-59,NE,0
"$1,400.00",M,AV,W,"$1,400.00",GHI000080981,CR,27-May-20,55-59,NE,0
"$1,680.00",F,AV,O,"$1,680.00",GHI000080981,CR,26-Jun-20,50-54,NE,0
$368.00,F,AV,BP,$368.00,GHI000080981,CR,09-Jul-20,35-39,NE,0
"$1,280.00",M,AV,W,"$1,280.00",GHI000080981,CR,21-Aug-20,50-54,NE,0
$368.00,F,AV,W,$368.00,GHI000080981,CR,24-Aug-20,40-44,NE,0
$760.00,F,AV,W,$760.00,GHI000080981,CR,19-Oct-20,20-24,NE,0
$760.00,F,AV,W,$760.00,GHI000080981,CR,19-Oct-20,50-54,NE,0
$200.00,F,AV,C,$200.00,GHI001011712,CR,16-Oct-17,18-19,M,0
$220.00,F,AV,W,$220.00,GHI001011712,CR,20-Nov-18,50-54,NE,0
$220.00,M,AV,C,$220.00,GHI001011712,CR,07-Feb-19,55-59,M,0
$220.00,M,AV,C,$220.00,GHI001011712,CR,08-Mar-19,45-49,NE,0
$600.00,F,AV,C,$600.00,GHI001011712,CR,16-Oct-17,18-19,M,0
$860.00,F,AV,C,$860.00,GHI001011712,CR,19-Jan-18,20-24,NE,0
$840.00,F,AV,C,$840.00,GHI001011712,CR,10-Apr-18,25-29,NE,0
$880.00,F,AV,W,$880.00,GHI001011712,CR,20-Nov-18,50-54,NE,0
$880.00,M,AV,C,$880.00,GHI001011712,CR,07-Feb-19,55-59,M,0
$880.00,M,AV,C,$880.00,GHI001011712,CR,08-Mar-19,45-49,NE,0
$880.00,F,AV,C,$880.00,GHI001011712,CR,22-Aug-19,20-24,O,0
$960.00,M,AV,C,$960.00,GHI001011712,CR,04-Jun-20,65+,NE,0
"$1,700.00",M,AV,O,"$1,700.00",GHI001011712,CR,08-Jun-20,50-54,NE,0
"$1,200.00",F,AV,C,"$1,200.00",GHI001011712,CR,17-Jun-20,45-49,M,0
$320.00,F,RP,C,$320.00,GHI000094032,CR,23-Jan-17,35-39,NE,0
$295.00,M,AV,S,$295.00,GHI000094032,CR,27-Oct-17,35-39,NE,0
$220.00,M,AV,C,$220.00,GHI000094032,CR,13-Feb-18,20-24,NE,0
$385.00,F,AV,C,$385.00,GHI000094032,CR,15-Feb-18,20-24,NE,0
$440.00,F,AV,C,$440.00,GHI000094032,CR,03-Apr-18,25-29,NE,0
$350.00,F,AV,O,$350.00,GHI000094032,CR,26-Jun-18,25-29,U,0
$430.00,F,AV,N,$430.00,GHI000094032,CR,17-Jul-18,45-49,O,0
$500.00,F,AV,N,$500.00,GHI000094032,CR,09-Nov-18,50-54,NE,0
$370.00,F,AV,O,$370.00,GHI000094032,CR,26-Nov-18,20-24,M,0
$225.00,M,AV,O,$225.00,GHI000094032,CR,06-Dec-18,25-29,O,0
$225.00,F,AV,C,$225.00,GHI000094032,CR,14-Dec-18,20-24,NE,0
$425.00,F,AV,O,$425.00,GHI000094032,CR,04-Jan-19,25-29,M,0
"$1,120.00",M,AV,C,"$1,120.00",GHI000094032,CR,24-Apr-19,50-54,U,0
$280.00,M,AV,C,$280.00,GHI000094032,CR,26-Apr-19,20-24,M,0
$275.00,F,AV,C,$275.00,GHI000094032,CR,11-Jun-19,50-54,NE,0
$400.00,F,RP,O,$400.00,GHI000094032,CR,02-Aug-19,18-19,O,0
$840.00,M,AV,AM,$840.00,GHI000094032,CR,14-Aug-19,30-34,U,0
$336.00,F,RP,O,$336.00,GHI000094032,CR,02-Sep-19,18-19,NE,0
